BGPG_1_c0_g1	AT2G03760.1
BGPG_23696_c3_g1	AT5G38560.1
BGPG_23696_c4_g1	AT1G70060.2
BGPG_23696_c5_g2	AT3G51550.1
BGPG_23697_c0_g1	AT5G63950.1
BGPG_23698_c1_g2	AT3G15810.1
BGPG_23698_c1_g4	AT2G27170.4
BGPG_23699_c1_g1	AT3G49600.2
BGPG_23699_c1_g3	AT5G10910.1
BGPG_237_c0_g1	AT1G75950.1
BGPG_23700_c2_g3	AT3G14770.1
BGPG_23701_c0_g1	AT3G52960.1
BGPG_23701_c0_g5	AT5G57510.1
BGPG_23701_c0_g6	AT4G23160.3
BGPG_23702_c0_g1	AT5G58040.2
BGPG_23702_c1_g3	AT1G31440.1
BGPG_23702_c1_g4	AT4G34660.1
BGPG_23702_c2_g1	AT5G65500.2
BGPG_23702_c3_g1	AT5G67030.1
BGPG_23703_c0_g1	AT3G13000.1
BGPG_23704_c0_g1	AT3G18430.3
BGPG_23704_c1_g1	AT5G40010.1
BGPG_23705_c0_g1	AT3G46740.1
BGPG_23705_c0_g2	AT5G59610.5
BGPG_23706_c1_g2	AT4G32850.9
BGPG_23706_c1_g3	AT4G32850.9
BGPG_23707_c1_g1	AT3G60240.3
BGPG_23707_c2_g1	AT3G06810.1
BGPG_23707_c3_g2	AT3G60240.4
BGPG_23708_c4_g1	AT5G04360.2
BGPG_23708_c5_g1	AT3G48560.1
BGPG_23709_c1_g1	AT1G23310.1
BGPG_23710_c1_g1	AT5G26570.1
BGPG_23711_c0_g2	AT1G11660.4
BGPG_23712_c0_g1	AT1G75060.3
BGPG_23712_c1_g2	AT3G24630.2
BGPG_23712_c1_g3	AT3G24630.2
BGPG_23712_c2_g5	AT4G26300.2
BGPG_23712_c3_g1	AT3G01670.1
BGPG_23713_c1_g2	AT1G64850.1
BGPG_23713_c2_g2	AT5G37020.2
BGPG_23713_c2_g3	AT5G37020.2
BGPG_23713_c4_g1	AT1G30330.3
BGPG_23713_c4_g5	AT1G30330.1
BGPG_23713_c4_g6	AT1G30330.1
BGPG_23713_c4_g7	AT1G30330.1
BGPG_23713_c4_g8	AT1G30330.1
BGPG_23714_c1_g1	AT3G08820.1
BGPG_23714_c2_g14	AT3G29230.1
BGPG_23714_c2_g15	AT3G29230.1
BGPG_23714_c2_g2	AT5G25610.1
BGPG_23714_c2_g3	AT5G25610.1
BGPG_23714_c2_g4	AT3G29230.1
BGPG_23714_c2_g8	AT5G25610.1
BGPG_23715_c0_g1	AT1G17500.2
BGPG_23716_c1_g1	AT4G14770.3
BGPG_23716_c1_g2	AT3G59990.4
BGPG_23716_c1_g4	AT3G59990.4
BGPG_23717_c1_g5	AT3G02990.1
BGPG_23717_c1_g6	AT3G49530.2
BGPG_23718_c0_g2	AT3G45600.1
BGPG_23718_c2_g2	AT4G15180.1
BGPG_23718_c3_g1	AT5G44800.1
BGPG_23718_c4_g1	AT1G54790.3
BGPG_23718_c4_g2	AT4G15180.1
BGPG_23718_c4_g3	AT4G15180.1
BGPG_23720_c2_g1	AT5G49290.3
BGPG_23720_c2_g2	AT4G13810.2
BGPG_23720_c2_g5	AT3G53240.2
BGPG_23720_c2_g6	AT5G49290.3
BGPG_23721_c0_g1	AT4G39350.1
BGPG_23721_c1_g2	AT5G03520.1
BGPG_23721_c1_g4	AT3G53610.3
BGPG_23722_c2_g1	AT3G20780.1
BGPG_23722_c2_g3	AT3G20780.1
BGPG_23722_c3_g1	AT4G02480.1
BGPG_23723_c0_g1	AT5G43810.4
BGPG_23724_c2_g1	AT1G12640.1
BGPG_23724_c3_g1	AT5G46550.1
BGPG_23726_c0_g1	AT1G21880.2
BGPG_23726_c0_g2	AT2G43235.1
BGPG_23726_c1_g3	AT3G02600.2
BGPG_23727_c0_g1	AT4G01370.1
BGPG_23727_c1_g2	AT3G18040.2
BGPG_23727_c2_g1	AT1G64150.1
BGPG_23727_c3_g1	AT5G54280.2
BGPG_23727_c3_g2	AT5G54270.1
BGPG_23728_c1_g1	AT2G27210.1
BGPG_23729_c0_g2	AT4G31230.2
BGPG_23729_c0_g5	AT4G31230.2
BGPG_23729_c1_g3	AT1G16760.2
BGPG_23730_c2_g1	AT3G07330.2
BGPG_23730_c2_g3	AT3G28180.1
BGPG_23730_c3_g1	AT4G07960.2
BGPG_23730_c3_g2	AT4G07960.2
BGPG_23731_c1_g2	AT1G18450.1
BGPG_23731_c2_g1	AT5G11730.1
BGPG_23731_c3_g4	AT5G03415.2
BGPG_23731_c4_g1	AT1G51590.1
BGPG_23731_c4_g2	AT1G51590.1
BGPG_23731_c5_g1	AT3G09050.1
BGPG_23732_c1_g1	AT1G50410.3
BGPG_23732_c2_g2	AT2G42190.3
BGPG_23732_c3_g3	AT4G11440.2
BGPG_23732_c3_g5	AT3G13920.3
BGPG_23732_c5_g1	AT3G13920.3
BGPG_23733_c0_g1	AT4G37280.1
BGPG_23734_c2_g2	AT5G02810.2
BGPG_23734_c3_g3	AT3G23920.1
BGPG_23735_c0_g1	AT1G07200.2
BGPG_23736_c0_g1	AT1G08970.4
BGPG_23736_c2_g2	AT4G27410.1
BGPG_23736_c2_g3	AT4G27410.2
BGPG_23736_c2_g5	AT4G17980.1
BGPG_23736_c3_g2	AT1G30220.1
BGPG_23737_c1_g1	AT5G05700.1
BGPG_23737_c2_g2	AT1G14610.1
BGPG_23738_c0_g1	AT2G26790.2
BGPG_23739_c1_g1	AT5G12400.1
BGPG_23739_c1_g3	AT3G47430.1
BGPG_23740_c1_g1	AT5G16040.2
BGPG_23741_c0_g2	AT1G05870.9
BGPG_23742_c0_g1	AT1G29700.2
BGPG_23742_c1_g1	AT3G60160.1
BGPG_23742_c1_g2	AT3G60970.1
BGPG_23742_c1_g7	AT3G60970.1
BGPG_23742_c1_g8	AT3G60970.1
BGPG_23744_c2_g1	AT5G57990.1
BGPG_23744_c4_g1	AT3G02070.2
BGPG_23744_c4_g2	AT1G49760.2
BGPG_23745_c0_g1	AT2G45290.2
BGPG_23745_c0_g2	AT4G03200.2
BGPG_23745_c0_g3	AT2G01630.1
BGPG_23745_c0_g4	AT2G01630.3
BGPG_23746_c0_g1	AT5G55060.3
BGPG_23746_c1_g1	AT5G08610.1
BGPG_23747_c0_g2	AT1G60560.1
BGPG_23747_c0_g4	AT1G60560.1
BGPG_23749_c1_g1	AT4G26850.1
BGPG_23750_c0_g2	AT5G43020.1
BGPG_23750_c2_g8	AT1G07110.1
BGPG_23750_c2_g9	AT5G02390.3
BGPG_23751_c0_g2	AT1G01490.2
BGPG_23751_c0_g3	AT1G01490.3
BGPG_23751_c3_g4	AT1G01490.2
BGPG_23751_c6_g1	AT5G64290.1
BGPG_23751_c7_g1	AT5G27600.1
BGPG_23752_c0_g1	AT1G75340.3
BGPG_23752_c1_g3	AT5G10530.1
BGPG_23752_c1_g4	AT5G63440.2
BGPG_23752_c1_g5	AT2G02760.4
BGPG_23752_c1_g6	AT2G02760.4
BGPG_23753_c0_g2	AT1G35710.1
BGPG_23754_c0_g1	AT1G69170.1
BGPG_23754_c1_g1	AT5G43270.3
BGPG_23754_c1_g3	AT5G43270.3
BGPG_23754_c1_g4	AT5G43270.3
BGPG_23754_c1_g5	AT1G27370.6
BGPG_23755_c1_g3	AT5G02560.1
BGPG_23755_c1_g4	AT1G22710.1
BGPG_23755_c1_g5	AT1G22710.1
BGPG_23755_c1_g6	AT5G02560.1
BGPG_23755_c2_g3	AT2G19900.2
BGPG_23755_c2_g4	AT5G25880.1
BGPG_23755_c3_g1	AT5G58100.2
BGPG_23756_c2_g1	AT3G53630.1
BGPG_23756_c3_g2	AT4G30360.1
BGPG_23756_c3_g4	AT4G30360.1
BGPG_23756_c4_g1	AT4G12750.1
BGPG_23757_c1_g2	AT5G62890.4
BGPG_23758_c0_g1	AT5G18280.1
BGPG_23758_c1_g1	AT4G04770.1
BGPG_23759_c0_g1	AT3G17280.2
BGPG_23759_c0_g2	AT4G12560.3
BGPG_23760_c1_g1	AT4G38960.3
BGPG_23760_c3_g1	AT1G11650.1
BGPG_23760_c4_g1	AT2G26800.5
BGPG_23760_c4_g2	AT2G26800.5
BGPG_23761_c0_g3	AT4G34310.9
BGPG_23761_c0_g4	AT1G60010.1
BGPG_23762_c0_g1	AT1G42550.1
BGPG_23763_c2_g1	AT2G44900.2
BGPG_23763_c2_g2	AT2G44900.2
BGPG_23763_c2_g4	AT2G44900.2
BGPG_23763_c3_g1	AT5G54470.1
BGPG_23764_c1_g5	AT2G46495.2
BGPG_23765_c0_g1	AT5G05170.1
BGPG_23765_c0_g2	AT5G05170.1
BGPG_23765_c1_g4	AT5G17420.1
BGPG_23765_c1_g5	AT5G17420.1
BGPG_23766_c0_g1	AT1G67720.1
BGPG_23767_c2_g2	AT2G31600.6
BGPG_23767_c2_g3	AT2G31600.5
BGPG_23767_c2_g7	AT2G31600.6
BGPG_23767_c2_g8	AT2G31600.6
BGPG_23768_c0_g1	AT2G14820.2
BGPG_23768_c1_g1	AT2G17550.2
BGPG_23768_c2_g1	AT2G47800.1
BGPG_23768_c2_g2	AT2G47800.1
BGPG_23769_c0_g1	AT5G49900.3
BGPG_23770_c0_g1	AT1G29070.1
BGPG_23770_c1_g3	AT5G06210.1
BGPG_23770_c1_g5	AT5G48520.2
BGPG_23770_c2_g1	AT4G27990.1
BGPG_23770_c2_g3	AT3G07440.2
BGPG_23771_c1_g1	AT2G31490.1
BGPG_23771_c3_g3	AT4G34700.1
BGPG_23771_c3_g4	AT4G34700.1
BGPG_23771_c4_g3	AT5G06060.1
BGPG_23772_c2_g3	AT2G38440.1
BGPG_23773_c0_g1	AT2G43060.1
BGPG_23773_c2_g1	AT2G03620.2
BGPG_23773_c3_g2	AT5G47430.5
BGPG_23774_c1_g2	AT3G05675.3
BGPG_23774_c2_g1	AT3G43590.1
BGPG_23774_c2_g2	AT3G43590.1
BGPG_23774_c2_g3	AT3G43590.1
BGPG_23774_c3_g1	AT3G07420.1
BGPG_23775_c1_g1	AT3G27670.1
BGPG_23776_c1_g2	AT4G17510.1
BGPG_23776_c1_g3	AT4G17500.1
BGPG_23776_c1_g4	AT4G17500.1
BGPG_23777_c3_g8	AT5G10770.1
BGPG_23778_c1_g2	AT1G02150.1
BGPG_23778_c1_g3	AT1G02850.2
BGPG_23778_c1_g4	AT1G02850.2
BGPG_23778_c1_g5	AT1G02150.1
BGPG_23779_c1_g3	AT1G06530.1
BGPG_23779_c1_g4	AT1G10280.1
BGPG_23779_c2_g2	AT2G15580.1
BGPG_23779_c2_g3	AT2G47070.2
BGPG_23779_c2_g5	AT2G15580.1
BGPG_23779_c2_g6	AT2G47070.1
BGPG_23780_c0_g1	AT3G26020.6
BGPG_23780_c1_g1	AT3G21810.2
BGPG_23780_c1_g2	AT3G21865.1
BGPG_23781_c1_g1	AT2G40150.1
BGPG_23781_c2_g1	AT3G04670.2
BGPG_23781_c3_g1	AT2G40160.3
BGPG_23781_c5_g1	AT3G02690.1
BGPG_23781_c6_g1	AT2G27450.2
BGPG_23782_c0_g1	AT1G78860.1
BGPG_23782_c0_g5	AT4G32300.1
BGPG_23783_c0_g2	AT1G12740.3
BGPG_23783_c0_g3	AT5G13930.1
BGPG_23783_c1_g1	AT2G17880.1
BGPG_23783_c1_g2	AT5G14750.1
BGPG_23783_c1_g3	AT3G01500.3
BGPG_23785_c0_g1	AT5G49430.2
BGPG_23786_c1_g1	AT2G39435.6
BGPG_23787_c0_g1	AT5G59560.2
BGPG_23788_c0_g1	AT5G63840.1
BGPG_23789_c0_g1	AT4G32440.1
BGPG_23789_c0_g3	AT4G32440.1
BGPG_23789_c1_g2	AT5G11550.1
BGPG_23789_c2_g1	AT3G48430.2
BGPG_23790_c0_g1	AT3G29290.5
BGPG_23790_c0_g2	AT5G15450.1
BGPG_23792_c0_g3	AT4G26910.2
BGPG_23793_c1_g2	AT4G13780.1
BGPG_23793_c1_g3	AT4G13780.1
BGPG_23794_c0_g2	AT1G67180.7
BGPG_23794_c0_g4	AT1G77170.1
BGPG_23795_c1_g2	AT5G25150.1
BGPG_23795_c1_g5	AT1G55810.2
BGPG_23795_c1_g8	AT1G55810.2
BGPG_23796_c1_g2	AT1G09850.1
BGPG_23796_c2_g5	AT4G24530.1
BGPG_23796_c2_g7	AT4G24530.1
BGPG_23796_c3_g2	AT5G10490.2
BGPG_23797_c0_g2	AT4G00060.2
BGPG_23798_c3_g2	AT2G44640.1
BGPG_23798_c4_g4	AT4G37440.2
BGPG_23799_c1_g1	AT5G47750.1
BGPG_23799_c2_g3	AT3G20970.2
BGPG_23799_c3_g1	AT3G52890.4
BGPG_23799_c3_g2	AT3G27580.2
BGPG_23799_c3_g3	AT3G23280.2
BGPG_23799_c3_g4	AT5G55910.2
BGPG_23800_c2_g1	AT2G02160.1
BGPG_23800_c3_g1	AT2G17350.1
BGPG_23801_c1_g1	AT4G12320.1
BGPG_23802_c1_g2	AT1G07890.8
BGPG_23802_c1_g4	AT5G54940.3
BGPG_23803_c1_g1	AT4G11650.1
BGPG_23803_c1_g3	AT4G13800.8
BGPG_23803_c2_g11	AT5G04560.2
BGPG_23803_c2_g2	AT5G04560.3
BGPG_23803_c2_g4	AT3G10010.2
BGPG_23803_c2_g8	AT1G68570.2
BGPG_23804_c0_g1	AT1G16720.2
BGPG_23805_c0_g2	AT1G08820.5
BGPG_23805_c0_g4	AT3G05030.3
BGPG_23805_c0_g5	AT3G05030.4
BGPG_23805_c0_g7	AT5G64230.1
BGPG_23806_c2_g4	AT1G59820.1
BGPG_23807_c0_g3	AT5G35080.1
BGPG_23807_c2_g1	AT1G76490.1
BGPG_23807_c2_g12	AT2G41740.2
BGPG_23807_c2_g2	AT2G41740.2
BGPG_23807_c2_g3	AT2G41740.2
BGPG_23807_c2_g9	AT1G76490.1
BGPG_23808_c0_g2	AT2G38700.1
BGPG_23809_c0_g1	AT3G19190.3
BGPG_23809_c0_g2	AT3G19190.1
BGPG_23810_c0_g1	AT5G12080.3
BGPG_23811_c2_g1	AT1G75200.1
BGPG_23811_c4_g1	AT3G18040.4
BGPG_23811_c4_g2	AT3G18040.4
BGPG_23811_c4_g3	AT1G73670.1
BGPG_23811_c5_g1	AT1G72550.2
BGPG_23811_c5_g3	AT1G72550.1
BGPG_23811_c6_g1	AT1G18150.3
BGPG_23812_c1_g1	AT1G45616.1
BGPG_23812_c1_g2	AT1G47890.1
BGPG_23813_c1_g2	AT3G20780.1
BGPG_23813_c1_g3	AT3G20780.1
BGPG_23814_c0_g2	AT4G24740.9
BGPG_23814_c0_g3	AT4G24740.7
BGPG_23815_c0_g1	AT2G37460.1
BGPG_23815_c1_g1	AT4G31110.2
BGPG_23816_c4_g1	AT2G20650.2
BGPG_23816_c6_g1	AT4G31600.1
BGPG_23816_c7_g2	AT2G35680.1
BGPG_23816_c8_g2	AT3G51850.2
BGPG_23817_c0_g2	AT5G20990.3
BGPG_23817_c2_g1	AT3G06880.5
BGPG_23818_c3_g1	AT5G23740.1
BGPG_23818_c4_g1	AT3G15380.1
BGPG_23818_c5_g1	AT4G39850.4
BGPG_23818_c5_g2	AT4G39850.4
BGPG_23818_c5_g3	AT4G39850.4
BGPG_23819_c0_g1	AT3G25230.1
BGPG_23819_c2_g1	AT2G36230.1
BGPG_23819_c3_g1	AT3G48200.1
BGPG_23819_c4_g1	AT1G02520.3
BGPG_2382_c0_g1	AT1G55260.2
BGPG_23820_c1_g2	AT3G18440.1
BGPG_23820_c1_g4	AT1G64140.1
BGPG_23820_c2_g1	AT4G26750.1
BGPG_23820_c2_g2	AT4G26750.1
BGPG_23821_c1_g2	AT4G27650.3
BGPG_23821_c2_g2	AT5G19390.2
BGPG_23822_c2_g1	AT3G01470.1
BGPG_23822_c2_g2	AT3G01460.1
BGPG_23822_c2_g3	AT3G01460.1
BGPG_23823_c0_g1	AT1G15240.3
BGPG_23824_c0_g1	AT1G67580.2
BGPG_23824_c1_g1	AT1G67580.2
BGPG_23824_c1_g2	AT1G67580.2
BGPG_23825_c0_g1	AT5G51020.1
BGPG_23825_c0_g2	AT5G51010.1
BGPG_23826_c1_g4	AT1G51350.1
BGPG_23827_c0_g1	AT5G02270.1
BGPG_23827_c0_g2	AT5G02270.1
BGPG_23827_c0_g4	AT5G02270.1
BGPG_23827_c1_g1	AT2G46915.1
BGPG_23828_c2_g1	AT4G33010.1
BGPG_23828_c2_g2	AT4G12710.1
BGPG_23828_c2_g4	AT1G48410.1
BGPG_23829_c1_g1	AT4G15630.1
BGPG_23829_c2_g3	AT4G20910.2
BGPG_23829_c2_g4	AT4G20910.2
BGPG_2383_c0_g1	AT3G51860.2
BGPG_23830_c1_g3	AT1G24440.1
BGPG_23831_c1_g3	AT1G19300.1
BGPG_23831_c2_g1	AT3G50760.1
BGPG_23831_c4_g1	AT5G62520.1
BGPG_23831_c6_g2	AT1G50460.3
BGPG_23831_c6_g3	AT2G38780.1
BGPG_23833_c0_g1	AT3G27820.1
BGPG_23833_c1_g1	AT1G49975.1
BGPG_23833_c2_g1	AT2G41690.1
BGPG_23833_c2_g2	AT2G41690.1
BGPG_23833_c3_g2	AT3G27820.1
BGPG_23835_c0_g1	AT2G21280.2
BGPG_23835_c1_g1	AT1G65040.1
BGPG_23836_c0_g3	AT3G14470.2
BGPG_23836_c1_g1	AT5G20960.2
BGPG_23837_c0_g1	AT1G26880.1
BGPG_23837_c2_g5	AT3G21510.1
BGPG_23837_c3_g2	AT3G02050.1
BGPG_23838_c0_g4	AT3G12490.1
BGPG_23838_c0_g8	AT3G12490.2
BGPG_23839_c0_g1	AT4G01810.3
BGPG_23840_c2_g1	AT5G54010.1
BGPG_23840_c2_g2	AT5G54060.1
BGPG_23841_c0_g1	AT2G48110.1
BGPG_23841_c0_g3	AT2G48110.1
BGPG_23841_c0_g5	AT2G48110.1
BGPG_23842_c1_g1	AT4G01680.3
BGPG_23842_c1_g2	AT4G01680.2
BGPG_23842_c2_g1	AT3G13050.4
BGPG_23843_c0_g1	AT2G11000.4
BGPG_23843_c1_g1	AT3G57300.4
BGPG_23844_c0_g1	AT2G47450.1
BGPG_23844_c3_g1	AT5G46880.3
BGPG_23844_c3_g2	AT1G05230.9
BGPG_23844_c4_g1	AT1G07030.1
BGPG_23845_c0_g1	AT2G21300.5
BGPG_23845_c0_g2	AT5G66310.3
BGPG_23845_c0_g4	AT2G21300.5
BGPG_23846_c1_g2	AT2G43250.1
BGPG_23846_c1_g3	AT1G16330.1
BGPG_23847_c1_g2	AT1G48280.1
BGPG_23847_c2_g2	AT4G23990.2
BGPG_23847_c3_g1	AT1G60030.1
BGPG_23848_c0_g1	AT3G22520.1
BGPG_23848_c0_g6	AT3G22520.1
BGPG_23849_c0_g1	AT2G04865.2
BGPG_23849_c0_g2	AT2G04865.2
BGPG_23850_c0_g1	AT5G19960.2
BGPG_23850_c1_g5	AT1G64790.1
BGPG_23850_c1_g6	AT1G05670.3
BGPG_23850_c1_g8	AT1G64790.1
BGPG_23850_c1_g9	AT5G17870.2
BGPG_23851_c0_g1	AT1G29320.2
BGPG_23851_c2_g1	AT2G34780.1
BGPG_23852_c0_g1	AT4G21160.4
BGPG_23852_c1_g1	AT4G06676.2
BGPG_23853_c0_g1	AT5G25840.1
BGPG_23854_c2_g1	AT2G23420.1
BGPG_23854_c2_g2	AT4G36945.1
BGPG_23854_c2_g5	AT2G23420.1
BGPG_23855_c0_g1	AT1G78900.2
BGPG_23856_c2_g4	AT3G14470.2
BGPG_23856_c2_g5	AT3G14460.1
BGPG_23856_c2_g6	AT3G14470.2
BGPG_23856_c2_g9	AT3G14470.2
BGPG_23857_c0_g1	AT5G59160.3
BGPG_23857_c1_g1	AT3G07660.1
BGPG_23857_c1_g2	AT3G07660.1
BGPG_23857_c2_g1	AT2G39840.1
BGPG_23857_c3_g1	AT3G07660.1
BGPG_23857_c3_g2	AT3G07660.1
BGPG_23857_c3_g3	AT3G07660.1
BGPG_23858_c0_g1	AT5G14030.5
BGPG_23858_c1_g3	AT4G30100.2
BGPG_23858_c1_g4	AT4G30100.2
BGPG_23858_c2_g3	AT3G52850.1
BGPG_23858_c3_g2	AT5G07350.2
BGPG_23859_c1_g1	AT5G47480.2
BGPG_23860_c0_g1	AT3G14400.1
BGPG_23860_c1_g1	AT1G80070.1
BGPG_23861_c2_g1	AT3G54230.2
BGPG_23861_c3_g3	AT1G03590.1
BGPG_23861_c4_g1	AT5G60440.1
BGPG_23862_c0_g1	AT1G66760.4
BGPG_23862_c2_g2	AT3G04480.1
BGPG_23862_c2_g4	AT3G48320.1
BGPG_23862_c2_g5	AT3G26180.2
BGPG_23862_c2_g6	AT5G25120.1
BGPG_23862_c3_g1	AT4G31115.1
BGPG_23863_c0_g2	AT3G52200.1
BGPG_23863_c0_g3	AT3G52200.2
BGPG_23863_c0_g4	AT3G52200.1
BGPG_23863_c0_g5	AT3G11670.1
BGPG_23864_c0_g5	AT1G80810.4
BGPG_23865_c0_g11	ATMG00513.1
BGPG_23865_c0_g7	ATMG00090.1
BGPG_23866_c0_g3	AT2G25410.1
BGPG_23866_c1_g1	AT1G60230.1
BGPG_23867_c2_g1	AT2G29670.2
BGPG_23867_c3_g2	AT3G26740.1
BGPG_23868_c3_g2	AT4G01070.1
BGPG_23868_c3_g3	AT3G62290.3
BGPG_23868_c3_g4	AT5G14670.1
BGPG_23868_c4_g1	AT4G28080.1
BGPG_23869_c0_g1	AT1G01720.1
BGPG_23869_c0_g2	AT1G01720.1
BGPG_23869_c2_g1	AT3G14840.2
BGPG_23869_c2_g3	AT1G07650.4
BGPG_23870_c4_g2	AT2G37050.3
BGPG_23870_c4_g4	AT3G13222.1
BGPG_23871_c0_g1	AT2G32630.1
BGPG_23871_c1_g2	AT1G10430.2
BGPG_23871_c1_g6	AT1G10430.2
BGPG_23872_c0_g2	AT5G01510.1
BGPG_23873_c0_g2	AT5G50280.1
BGPG_23873_c3_g1	AT1G12300.1
BGPG_23873_c4_g1	AT5G36890.1
BGPG_23874_c1_g1	AT5G25060.1
BGPG_23875_c0_g3	AT2G21950.1
BGPG_23875_c1_g2	AT5G66360.2
BGPG_23875_c2_g1	AT4G12070.1
BGPG_23875_c2_g3	AT4G12070.1
BGPG_23876_c0_g1	AT5G06950.5
BGPG_23877_c5_g1	AT2G35680.1
BGPG_23877_c6_g1	AT1G12420.1
BGPG_23877_c6_g2	AT1G69040.2
BGPG_23877_c6_g3	AT1G69040.1
BGPG_23877_c7_g2	AT1G76880.1
BGPG_23877_c7_g3	AT1G76880.1
BGPG_23878_c3_g2	AT3G08780.1
BGPG_23878_c4_g2	AT2G35800.1
BGPG_23879_c0_g1	AT3G09690.2
BGPG_23879_c1_g1	AT1G60970.1
BGPG_23879_c1_g4	AT2G17265.1
BGPG_23879_c1_g7	AT3G51490.1
BGPG_23880_c1_g1	AT5G47870.1
BGPG_23880_c10_g1	AT1G26110.2
BGPG_23880_c10_g3	AT1G26110.2
BGPG_23880_c10_g4	AT1G26110.2
BGPG_23880_c3_g1	AT4G33490.1
BGPG_23880_c4_g1	AT3G19553.1
BGPG_23880_c5_g1	AT1G27340.1
BGPG_23880_c7_g3	AT3G48080.1
BGPG_23880_c7_g4	AT3G48090.2
BGPG_23880_c7_g5	AT4G29330.1
BGPG_23880_c7_g6	AT3G48090.1
BGPG_23880_c8_g3	AT5G47870.1
BGPG_23880_c9_g1	AT4G33490.2
BGPG_23880_c9_g2	AT4G33490.2
BGPG_23881_c0_g5	AT5G20480.2
BGPG_23882_c0_g1	AT5G02040.2
BGPG_23882_c0_g2	AT3G05850.1
BGPG_23882_c0_g3	AT5G02040.2
BGPG_23882_c1_g1	AT2G19940.3
BGPG_23883_c1_g1	AT3G51950.4
BGPG_23883_c4_g1	AT2G27710.4
BGPG_23883_c5_g3	AT4G30260.3
BGPG_23883_c5_g4	AT1G19400.4
BGPG_23883_c5_g5	AT1G75180.3
BGPG_23883_c6_g2	AT4G16110.1
BGPG_23883_c6_g3	AT3G16857.3
BGPG_23883_c6_g4	AT2G01760.1
BGPG_23883_c7_g4	AT4G00660.2
BGPG_23884_c1_g1	AT1G34210.2
BGPG_23884_c1_g4	AT1G71830.1
BGPG_23885_c1_g1	AT5G52430.1
BGPG_23885_c2_g2	AT4G25610.3
BGPG_23885_c2_g3	AT4G25610.3
BGPG_23885_c2_g4	AT4G25610.3
BGPG_23885_c3_g1	AT1G73150.2
BGPG_23885_c3_g4	AT1G73150.2
BGPG_23886_c0_g1	AT3G57400.1
BGPG_23886_c0_g2	AT3G57400.1
BGPG_23886_c1_g2	AT4G03260.4
BGPG_23887_c2_g1	AT2G44480.1
BGPG_23887_c3_g1	AT4G11890.3
BGPG_23887_c3_g4	AT5G64400.1
BGPG_23888_c1_g1	AT2G01980.1
BGPG_23889_c1_g6	AT1G68400.1
BGPG_23889_c2_g3	AT1G64390.1
BGPG_23890_c1_g1	AT3G12090.1
BGPG_23890_c3_g1	AT3G17700.2
BGPG_23891_c2_g1	AT2G46870.1
BGPG_23891_c4_g2	AT2G36240.1
BGPG_23891_c5_g1	AT5G61960.3
BGPG_23891_c5_g2	AT5G61960.3
BGPG_23892_c1_g1	AT1G04160.2
BGPG_23892_c1_g2	AT5G43900.3
BGPG_23892_c1_g4	AT4G28710.1
BGPG_23892_c1_g5	AT5G43900.3
BGPG_23892_c1_g6	AT5G43900.3
BGPG_23892_c1_g7	AT5G43900.2
BGPG_23893_c0_g1	AT3G01460.1
BGPG_23893_c2_g1	AT1G03840.1
BGPG_23893_c3_g2	AT3G04730.1
BGPG_23893_c3_g3	AT3G04730.1
BGPG_23893_c4_g2	AT3G01460.1
BGPG_23893_c4_g4	AT3G01460.1
BGPG_23893_c4_g5	AT3G01460.1
BGPG_23894_c0_g2	AT5G14780.1
BGPG_23894_c0_g3	AT5G14780.3
BGPG_23895_c2_g1	AT1G73270.2
BGPG_23895_c2_g2	AT1G10130.1
BGPG_23895_c2_g6	AT4G25960.1
BGPG_23896_c0_g3	AT5G26940.4
BGPG_23896_c1_g2	AT3G07470.3
BGPG_23896_c1_g3	AT3G07470.3
BGPG_23896_c2_g1	AT5G27470.1
BGPG_23896_c3_g2	AT1G17260.1
BGPG_23896_c3_g3	AT1G17260.1
BGPG_23896_c3_g4	AT5G62670.1
BGPG_23896_c4_g1	AT3G47950.2
BGPG_23897_c2_g1	AT2G23740.1
BGPG_23897_c3_g2	AT1G34130.1
BGPG_23897_c4_g1	AT2G23740.5
BGPG_23897_c4_g2	AT2G23740.6
BGPG_23897_c4_g3	AT2G23740.5
BGPG_23898_c0_g1	AT2G04350.2
BGPG_23898_c1_g1	AT1G68930.1
BGPG_23899_c0_g1	AT5G23200.1
BGPG_23900_c1_g2	AT3G61670.1
BGPG_23900_c1_g5	AT2G32400.1
BGPG_23901_c0_g1	AT5G52530.3
BGPG_23901_c2_g1	AT5G52530.3
BGPG_23902_c0_g1	AT4G20880.1
BGPG_23903_c1_g1	AT1G30610.2
BGPG_23903_c2_g4	AT4G02280.1
BGPG_23903_c2_g5	AT4G02280.1
BGPG_23904_c1_g1	AT3G48260.1
BGPG_23904_c2_g2	AT5G55560.1
BGPG_23904_c3_g2	AT5G49840.4
BGPG_23904_c4_g2	AT1G15740.1
BGPG_23904_c4_g4	AT1G15740.1
BGPG_23905_c0_g1	AT5G15020.2
BGPG_23905_c0_g2	AT5G15020.2
BGPG_23906_c0_g1	AT1G11410.1
BGPG_23906_c0_g3	AT4G21390.2
BGPG_23907_c1_g1	AT3G14470.2
BGPG_23907_c1_g10	AT3G14470.2
BGPG_23907_c1_g2	AT3G14470.2
BGPG_23907_c1_g3	AT3G14470.2
BGPG_23907_c1_g5	AT3G14470.2
BGPG_23909_c1_g1	AT1G67340.1
BGPG_23909_c2_g2	AT3G24880.3
